"Company","URL","Valuation ($B)","Date Joined","Country","City","Industry","Selected Investors"
"WTOIP","https://www.cbinsights.com/company/wtoip","$1.27","4/8/2018","China","Guangzhou","Enterprise Tech","Dark Horse Technology Group, Hopu Investment Management, Kefa Capital"
"PeopleCert","https://www.cbinsights.com/company/peoplecert","$1.27","6/23/2021","Greece","Athens","Enterprise Tech","FTV Capital"
"Greater Bay Technology","https://www.cbinsights.com/company/greater-bay-technology","$1.26","4/2/2022","China","Guangzhou","Industrials","Tencent Holdings, Utrust Venture Capital, GF Xinde Investment Management Co."
"JMGO","https://www.cbinsights.com/company/jmgo","$1.26","3/15/2022","China","Shenzhen","Industrials","IDG Capital, Yuanda Venture Investment, Primitive Forest Holdings Group"
"BigID","https://www.cbinsights.com/company/bigid","$1.25","12/16/2020","United States","New York","Enterprise Tech","BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners"
"Polyhedra Network","https://www.cbinsights.com/company/polyhedra-network","$1.25","03/14/2024","United States","San Francisco","Enterprise Tech","MH Ventures, Symbolic Capital, UOB Venture Management"
"Kuaikan Manhua","https://www.cbinsights.com/company/kuaikan-manhua","$1.25","12/1/2017","China","Beijing","Media & Entertainment","Sequoia Capital China, CMC Capital Partners, Tencent Holdings"
"Marshmallow","https://www.cbinsights.com/company/marshmallow-financial-services","$1.25","9/8/2021","United Kingdom","London","Insurance","Passion Capital, Hedosophia, Outrun Ventures"
"Honor Technology","https://www.cbinsights.com/company/honor-technology","$1.25","10/5/2021","United States","San Francisco","Healthcare & Life Sciences","Andreessen Horowitz, Prosus Ventures, Thrive Capital"
"Together AI","https://www.cbinsights.com/company/together-4","$1.25","3/13/2024","United States","San Francisco","Enterprise Tech","Definition Capital, Long Journey Ventures, Lux Capital"
"QI Tech","https://www.cbinsights.com/company/qi-tech","$1","10/31/2023","Brazil","Sao Paulo","Financial Services","General Atlantic"
"Mythical Games","https://www.cbinsights.com/company/mythical-games","$1","11/4/2021","United States","Sherman Oaks","Media & Entertainment","Javelin Venture Partners, Struck Capital, Alumni Ventures Group"
"Incode Technologies","https://www.cbinsights.com/company/incode1","$1.25","12/7/2021","United States","San Francisco","Enterprise Tech","Dila Capital, Framework Ventures, 3L"
"Tackle.io","https://www.cbinsights.com/company/tackleio","$1.25","12/21/2021","United States","Boise","Enterprise Tech","Andreessen Horowitz, Bessemer Venture Partners, Coatue Management"
"Flipdish","https://www.cbinsights.com/company/flipdish","$1.25","1/13/2022","Ireland","Dublin","Consumer & Retail","Tencent Holdings, Tiger Global Management, Global Founders Capital"
"CaptivateIQ","https://www.cbinsights.com/company/captivateiq","$1.25","1/26/2022","United States","San Francisco","Enterprise Tech","Sequoia Capital, Y Combinator, Accel"
"Talos","https://www.cbinsights.com/company/talos","$1.25","5/10/2022","United States","New York","Financial Services","Castle Island Ventures, PayPal Ventures, Andreessen Horowitz"
"airSlate","https://www.cbinsights.com/company/airslate","$1.25","6/16/2022","United States","Brookline","Enterprise Tech","G Squared, UiPath Ventures, General Catalyst"
"ClassDojo","https://www.cbinsights.com/company/classdojo","$1.25","7/21/2022","United States","San Francisco","Consumer & Retail","General Catalyst, Unkork Capital, Tencent Holdings"
"BrewDog","https://www.cbinsights.com/company/brewdog","$1.24","4/10/2017","United Kingdom","Aberdeen","Consumer & Retail","TSG Consumer Partners, Crowdcube"
"Enflame","https://www.cbinsights.com/company/enflame","$1.24","1/5/2021","China","Shanghai","Enterprise Tech","Tencent Holdings, Delta Capital, Redpoint Ventures China"
"Shulan Health","https://www.cbinsights.com/company/shulan-hospital","$1.24","3/1/2021","China","Hangzhou","Healthcare & Life Sciences","Qiming Venture Partners"
"SeatGeek","https://www.cbinsights.com/company/seatgeek","$1.24","8/31/2022","United States","New York","Media & Entertainment","Accel, Founder Collective, Brainchild Holdings"
"Nexii","https://www.cbinsights.com/company/nexii","$1.23","9/8/2021","Canada","Vancouver","Industrials","Trane Technologies, Honeywell"
"InDrive","https://www.cbinsights.com/company/indriver","$1.23","2/1/2021","United States","Mountain View","Industrials","Leta Capital, Insight Partners, General Catalyst"
"Spiber","https://www.cbinsights.com/company/spiber","$1.22","9/8/2021","Japan","Tsuruoka","Industrials","Cool Japan Fund, JAFCO, The Carlyle Group"
"Insider","https://www.cbinsights.com/company/insider","$2","2/28/2022","Turkey","Istanbul","Enterprise Tech","Wamda Capital, Endeavor, Riverwood Capital"
"Kallyope","https://www.cbinsights.com/company/kallyope","$1.22","2/15/2022","United States","New York","Healthcare & Life Sciences","The Column Group, Alexandria Venture Investments, Lux Capital"
"Zip","https://www.cbinsights.com/company/evergreen-2","$1.50","5/25/2022","United States","San Francisco","Enterprise Tech","CRV, Tiger Global Management, Y Combinator"
"Cart.com","https://www.cbinsights.com/company/cartcom","$1.20","6/27/2023","United States","Austin","Consumer & Retail","Mercury Fund, Bearing Ventures, Moonshots Capital"
"Hailo","https://www.cbinsights.com/company/hailo-1","$1.2","10/12/2021","Israel","Tel Aviv","Enterprise Tech","Glory Ventures, Maniv Mobility"
"Replit","https://www.cbinsights.com/company/neoreason","$1.05","4/25/2023","United States","San Francisco","Enterprise Tech","Andreessen Horowitz, Bloomberg Beta, Reach Capital"
"Perplexity AI","https://www.cbinsights.com/company/perplexity-ai","$1.05","4/23/2024","United States","San Francisco","Enterprise Tech","New Enterprise Associates, Institutional Venture Partners, NVentures"
"Mews","https://www.cbinsights.com/company/mews","$1.20","3/4/2024","Netherlands","Amsterdam","Enterprise Tech","Notion Capital, Revaia, Battery Ventures"
"Our Next Energy","https://www.cbinsights.com/company/our-next-energy","$1.20","2/1/2023","United States","Novi","Industrials","BMW i Ventures, Breakthrough Energy Ventures, Volta Energy Technologies"
"Lightmatter","https://www.cbinsights.com/company/lightmatter","$1.20","12/19/2023","United States","Mountain View","Enterprise Tech","Google Ventures, Spark Capital, Matrix Partners"
"Castore","https://www.cbinsights.com/company/castore","$1.20","11/29/2023","United Kingdom","Manchester","Consumer & Retail","Felix Capital, Hanaco Ventures, Redrice Ventures"
"Yiguo","https://www.cbinsights.com/company/yiguo","$1.20","11/9/2016","China","Shanghai","Consumer & Retail","Alibaba Group, KKR, Goldman Sachs"
"Glossier","https://www.cbinsights.com/company/into-the-gloss","$1.65","3/19/2019","United States","New York","Consumer & Retail","Forerunner Ventures, Institutional Venture Partners, Thrive Capital"
"Workhuman","https://www.cbinsights.com/company/globoforce","$1.20","6/23/2020","Ireland","Dublin","Enterprise Tech","ICG"
"Qumulo","https://www.cbinsights.com/company/qumulo","$1.20","7/16/2020","United States","Seattle","Enterprise Tech","Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners"
"Tealium","https://www.cbinsights.com/company/tealium","$1.20","2/3/2021","United States","San Diego","Enterprise Tech","Georgian Partners, Silver Lake, Presidio Ventures"
"Public","https://www.cbinsights.com/company/matador","$1.20","2/17/2021","United States","New York","Financial Services","Accel, Greycroft, Advancit Capital"
"Pipa Coding","https://www.cbinsights.com/company/pipa-coding","$1.20","3/25/2021","China","Beijing","Consumer & Retail","Source Code Capital, XVC Venture Capital, Hillhouse Capital Management"
"Pilot","https://www.cbinsights.com/company/pilotcom","$1.20","3/26/2021","United States","San Francisco","Financial Services","Index Ventures, Sequoia Capital, Bezos Expeditions"
"Aibee","https://www.cbinsights.com/company/aibee","$1.20","4/13/2021","China","Beijing","Enterprise Tech","Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures"
"Vectra Networks","https://www.cbinsights.com/company/vectra-networks","$1.20","4/29/2021","United States","San Jose","Enterprise Tech","IA Ventures, Khosla Ventures, AME Cloud Ventures"
"Ada","https://www.cbinsights.com/company/volley","$1.20","5/7/2021","Canada","Toronto","Enterprise Tech","Version One Ventures, Bessemer Venture Partners, FirstMark Capital"
"SmartMore","https://www.cbinsights.com/company/smartmore","$1.20","6/24/2021","China","Shenzhen","Industrials","IDG Capital, ZhenFund, Sequoia Capital China"
"Rohlik Group","https://www.cbinsights.com/company/rohlik-group","$1.20","7/1/2021","Czech Republic","Prague","Consumer & Retail","Partech Partners, Index Ventures, Quadrille Capital"
"MindTickle","https://www.cbinsights.com/company/mindtickle","$1.20","8/3/2021","United States","San Francisco","Enterprise Tech","Qualcomm Ventures, Accel, Canaan Partners"
"Offchain Labs","https://www.cbinsights.com/company/offchain-labs","$1.20","8/31/2021","United States","Princeton","Enterprise Tech","Pantera Capital, Polychain Capital, Lightspeed Venture Partners"
"Copado","https://www.cbinsights.com/company/copado","$1.20","9/13/2021","United States","Chicago","Enterprise Tech","Insight Partners, Salesforce Ventures, Perpetual Investors"
"Gem","https://www.cbinsights.com/company/gem-1","$1.20","9/28/2021","United States","San Francisco","Enterprise Tech","Accel, Greylock Partners, Meritech Capital Partners"
"CarDekho","https://www.cbinsights.com/company/cardekho","$1.20","10/13/2021","India","Jaipur","Industrials","Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management"
"The Good Glamm Group","https://www.cbinsights.com/company/myglamm","$1.20","11/10/2021","India","Mumbai","Consumer & Retail","L'Occitane, Trifecta Capital, Bessemer Venture Partners"
"AgentSync","https://www.cbinsights.com/company/agentsync","$1.20","12/7/2021","United States","Denver","Insurance","Craft Ventures, Caffeinated Capital, Operator Collective"
"Pristyn Care","https://www.cbinsights.com/company/pristyn-care","$1.40","12/7/2021","India","Gurugram","Healthcare & Life Sciences","Sequoia Capital India, Hummingbird Ventures, Epiq Capital"
"Merama","https://www.cbinsights.com/company/merama","$1.20","12/9/2021","Mexico","Mexico City","Consumer & Retail","SoftBank Latin America Fund, Advent International, Balderton Capital"
"SeekOut","https://www.cbinsights.com/company/zipstorm","$1.20","1/12/2022","United States","Bellevue","Enterprise Tech","Mayfield, Madrona Venture Group, Tiger Global Management"
"BigPanda","https://www.cbinsights.com/company/bigpanda","$1.20","1/12/2022","United States","Mountain View","Enterprise Tech","Advent International, Battery Ventures, Sequoia Capital Israel"
"Phantom","https://www.cbinsights.com/company/phantom","$1.20","1/31/2022","United States","San Francisco","Financial Services","Paradigm, Andreessen Horowitz, Jump Capital"
"LivSpace","https://www.cbinsights.com/company/livspace","$1.20","2/8/2022","India","Bengaluru","Consumer & Retail","Jungle Ventures, Helion Venture Partners, INGKA Investments"
"Nova Labs","https://www.cbinsights.com/company/helium-systems","$1.20","2/22/2022","United States","San Francisco","Enterprise Tech","FirstMark Capital, Tiger Global Management, FTX Venture"
"Choco","https://www.cbinsights.com/company/choco","$1.20","4/12/2022","Germany","Berlin","Consumer & Retail","Bessemer Venture Partners, G Squared, Insight Partners"
"Viz.ai","https://www.cbinsights.com/company/vizai","$1.20","4/7/2022","United States","San Francisco","Healthcare & Life Sciences","Kleiner Perkins Caufield & Byers, CRV, Threshold Ventures"
"Unit","https://www.cbinsights.com/company/unitco","$1.20","5/17/2022","United States","New York","Financial Services","Accel, Better Tomorrow Ventures, Flourish Ventures"
"stori","https://www.cbinsights.com/company/stori-1","$1.20","7/15/2022","Mexico","Juarez","Financial Services","Vision Plus Capital, Source Code Capital, Lightspeed Venture Partners"
"Spectrum Medical","https://www.cbinsights.com/company/spectrum-medical","$1.20","7/18/2022","United Kingdom","Gloucester","Healthcare & Life Sciences","CVC Capital Partners"
"Swiftly","https://www.cbinsights.com/company/swiftly-1","$1.20","9/19/2022","United States","Seattle","Consumer & Retail","Mendacre, BRV Capital Management, Liquid 2 Ventures"
"CloudBees","https://www.cbinsights.com/company/cloudbees","$1.15","12/9/2021","United States","San Jose","Enterprise Tech","Matrix Partners, Lightspeed Venture Partners, Verizon Ventures"
"Flink","https://www.cbinsights.com/company/flink-2","$1.07","12/1/2021","Germany","Berlin","Consumer & Retail","Mubadala Capital, Bond, Prosus Ventures"
"Colossal","https://www.cbinsights.com/company/colossal","$1.19","1/31/2023","United States","Austin","Healthcare & Life Sciences","Animal Capital, Breyer Capital, In-Q-Tel"
"L&P Cosmetic","https://www.cbinsights.com/company/lp-cosmetic","$1.19","1/1/2016","South Korea","Seoul","Consumer & Retail","CDIB Capital"
"Mininglamp Technology","https://www.cbinsights.com/company/mininglamp","$1.19","3/27/2019","China","Beijing","Enterprise Tech","Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China"
"Vestiaire Collective","https://www.cbinsights.com/company/vestiaire-collective","$1.18","3/1/2021","France","Paris","Consumer & Retail","Eurazeo, IDInvest Partners, Balderton Capital"
"Luoji Siwei","https://www.cbinsights.com/company/logical-thinking","$1.18","7/20/2017","China","Beijing","Media & Entertainment","Sequoia Capital China, Qiming Venture Partners, Tencent Holdings"
"Yimidida","https://www.cbinsights.com/company/yimidida","$1.17","1/14/2019","China","Shanghai","Industrials","Source Code Capital, Global Logistic Properties, K2VC"
"Modern Health","https://www.cbinsights.com/company/modern-health","$1.17","2/11/2021","United States","San Francisco","Healthcare & Life Sciences","Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund"
"IRL","https://www.cbinsights.com/company/get-together","$1.17","6/15/2021","United States","San Francisco","Media & Entertainment","Goodwater Capital, Floodgate, Founders Fund"
"Younited","https://www.cbinsights.com/company/pret-dunion","$1.16","12/8/2022","France","Paris","Financial Services","Weber Investissements, Schibsted Growth"
